Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login then logout,Firefox 119.0,,,2023-10-30 14:01:08,2023-10-30 14:03:30,2m - 22.499s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLoginNexchief,Firefox 119.0,,,2023-10-30 14:01:08,2023-10-30 14:01:28,19.741s,PASSED
handleSession = new testCase.handleSession(),Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:09,0.040s,PASSED
handleComponent = new component.handleComponent(),Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:09,0.003s,PASSED
username = username,Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:09,0.000s,PASSED
password = password,Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:09,0.000s,PASSED
principalId = principalId,Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:09,0.000s,PASSED
URL = nexchief2Url,Firefox 119.0,,,2023-10-30 14:01:09,2023-10-30 14:01:10,0.160s,PASSED
handleSession.initLogin(URL),Firefox 119.0,,,2023-10-30 14:01:10,2023-10-30 14:01:21,11.299s,PASSED
"usernameObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_username"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:21,0.175s,PASSED
"passwordObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_password"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:21,0.115s,PASSED
"buttonLogin = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Masuk"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:21,0.124s,PASSED
"loginDeniedLabel = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/div_Login Denied"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:21,0.103s,PASSED
"buttonKickUser = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Yes, Logout"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:21,0.085s,PASSED
"principalSchemaObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/principalId"")",Firefox 119.0,,,2023-10-30 14:01:21,2023-10-30 14:01:22,0.082s,PASSED
"handleComponent.setInputValue(usernameObject, username)",Firefox 119.0,,,2023-10-30 14:01:22,2023-10-30 14:01:23,1.112s,PASSED
"handleComponent.setInputValue(passwordObject, password)",Firefox 119.0,,,2023-10-30 14:01:23,2023-10-30 14:01:24,1.174s,PASSED
handleComponent.singleClickComponent(buttonLogin),Firefox 119.0,,,2023-10-30 14:01:24,2023-10-30 14:01:25,1.082s,PASSED
"if (verifyElementPresent(loginDeniedLabel, 1, OPTIONAL))",Firefox 119.0,,,2023-10-30 14:01:25,2023-10-30 14:01:27,2.340s,PASSED
"handleComponent.singleClickComponentByText(principalSchemaObject, principalId)",Firefox 119.0,,,2023-10-30 14:01:27,2023-10-30 14:01:28,0.852s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLogoutNexchief,Firefox 119.0,,,2023-10-30 14:01:28,2023-10-30 14:03:30,2m - 2.246s,PASSED
handleSession = new testCase.handleSession(),Firefox 119.0,,,2023-10-30 14:01:29,2023-10-30 14:01:29,0.001s,PASSED
handleComponent = new component.handleComponent(),Firefox 119.0,,,2023-10-30 14:01:29,2023-10-30 14:01:29,0.000s,PASSED
"buttonDoor = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/div"")",Firefox 119.0,,,2023-10-30 14:01:29,2023-10-30 14:01:29,0.079s,PASSED
"buttonLogout = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Logout from Nexchief Account"")",Firefox 119.0,,,2023-10-30 14:01:29,2023-10-30 14:01:29,0.085s,PASSED
handleComponent.singleClickComponent(buttonDoor),Firefox 119.0,,,2023-10-30 14:01:29,2023-10-30 14:02:30,1m - 0.823s,PASSED
handleComponent.singleClickComponent(buttonLogout),Firefox 119.0,,,2023-10-30 14:02:30,2023-10-30 14:03:30,1m - 0.684s,PASSED
