Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testSuitesAddReason,Edge Chromium 118,,,2023-10-30 17:09:31,2023-10-30 17:09:51,19.818s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLoginNexchief,Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:48,16.789s,PASSED
handleSession = new testCase.handleSession(),Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:32,0.019s,PASSED
handleComponent = new component.handleComponent(),Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:32,0.006s,PASSED
username = username,Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:32,0.005s,PASSED
password = password,Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:32,0.000s,PASSED
principalId = principalId,Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:32,0.000s,PASSED
URL = nexchief2Url,Edge Chromium 118,,,2023-10-30 17:09:32,2023-10-30 17:09:33,0.126s,PASSED
handleSession.initLogin(URL),Edge Chromium 118,,,2023-10-30 17:09:33,2023-10-30 17:09:40,7.088s,PASSED
"usernameObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_username"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.220s,PASSED
"passwordObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_password"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.117s,PASSED
"buttonLogin = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Masuk"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.091s,PASSED
"loginDeniedLabel = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/div_Login Denied"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.107s,PASSED
"buttonKickUser = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Yes, Logout"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.099s,PASSED
"principalSchemaObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/principalId"")",Edge Chromium 118,,,2023-10-30 17:09:40,2023-10-30 17:09:40,0.093s,PASSED
