Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login then logout,Firefox 119.0,,,2023-10-30 14:14:49,2023-10-30 14:19:23,4m - 33.657s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLoginNexchief,Firefox 119.0,,,2023-10-30 14:14:50,2023-10-30 14:15:11,20.736s,PASSED
handleSession = new testCase.handleSession(),Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.033s,PASSED
handleComponent = new component.handleComponent(),Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.001s,PASSED
username = username,Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.004s,PASSED
password = password,Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.002s,PASSED
principalId = principalId,Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.000s,PASSED
URL = nexchief2Url,Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:14:51,0.139s,PASSED
handleSession.initLogin(URL),Firefox 119.0,,,2023-10-30 14:14:51,2023-10-30 14:15:03,12.329s,PASSED
"usernameObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_username"")",Firefox 119.0,,,2023-10-30 14:15:03,2023-10-30 14:15:04,0.207s,PASSED
"passwordObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/input_Selamat Datang_password"")",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:04,0.126s,PASSED
"buttonLogin = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Masuk"")",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:04,0.127s,PASSED
"loginDeniedLabel = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/div_Login Denied"")",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:04,0.122s,PASSED
"buttonKickUser = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_Yes, Logout"")",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:04,0.114s,PASSED
"principalSchemaObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/principalId"")",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:04,0.091s,PASSED
"handleComponent.setInputValue(usernameObject, username)",Firefox 119.0,,,2023-10-30 14:15:04,2023-10-30 14:15:05,1.068s,PASSED
"handleComponent.setInputValue(passwordObject, password)",Firefox 119.0,,,2023-10-30 14:15:05,2023-10-30 14:15:06,1.125s,PASSED
handleComponent.singleClickComponent(buttonLogin),Firefox 119.0,,,2023-10-30 14:15:06,2023-10-30 14:15:07,1.108s,PASSED
"if (verifyElementPresent(loginDeniedLabel, 1, OPTIONAL))",Firefox 119.0,,,2023-10-30 14:15:07,2023-10-30 14:15:10,2.252s,PASSED
"handleComponent.singleClickComponentByText(principalSchemaObject, principalId)",Firefox 119.0,,,2023-10-30 14:15:10,2023-10-30 14:15:11,0.850s,PASSED
,,,,,,,
Test Cases/User Session/dinamicLogoutNexchief,Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:19:23,4m - 12.359s,PASSED
handleSession = new testCase.handleSession(),Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.000s,PASSED
handleComponent = new component.handleComponent(),Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.000s,PASSED
principalId = principalId,Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.000s,PASSED
"buttonDoor = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_door_logout"")",Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.107s,PASSED
"buttonLogout = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_logout_from_nexchief"")",Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.093s,PASSED
"buttonBackToPortal = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/button_back_to_portal"")",Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:11,0.080s,PASSED
"principalSchemaObject = findTestObject(""Object Repository/Login.NDI/Page_Nexchief/principalId"")",Firefox 119.0,,,2023-10-30 14:15:11,2023-10-30 14:15:12,0.091s,PASSED
handleComponent.singleClickComponent(buttonDoor),Firefox 119.0,,,2023-10-30 14:15:12,2023-10-30 14:16:12,1m - 0.660s,PASSED
handleComponent.singleClickComponent(buttonBackToPortal),Firefox 119.0,,,2023-10-30 14:16:12,2023-10-30 14:17:13,1m - 0.681s,PASSED
"handleComponent.singleClickComponentByText(principalSchemaObject, principalId)",Firefox 119.0,,,2023-10-30 14:17:13,2023-10-30 14:17:14,0.812s,PASSED
handleComponent.singleClickComponent(buttonDoor),Firefox 119.0,,,2023-10-30 14:17:14,2023-10-30 14:18:22,1m - 8.593s,PASSED
handleComponent.singleClickComponent(buttonLogout),Firefox 119.0,,,2023-10-30 14:18:22,2023-10-30 14:19:23,1m - 0.662s,PASSED
